,question_id,sql_gold,sql_pred,execution_accuracy,used_metadata
224,225,SELECT DISTINCT T.molecule_id FROM bond AS T WHERE T.bond_type = '=' ORDER BY T.molecule_id LIMIT 5,"
SELECT molecule_id, label
FROM molecule
JOIN bond ON molecule.molecule_id = bond.molecule_id
JOIN connected ON bond.bond_id = connected.bond_id
WHERE connected.atom_id2 = (SELECT atom_id FROM atom WHERE element = 'c' AND atom_id IN (
    SELECT atom_id FROM connected
    WHERE bond_id IN (
        SELECT bond_id FROM bond
        WHERE bond_type = '='
    )
))
AND connected.atom_id = (SELECT atom_id FROM atom WHERE element = 'c' AND atom_id IN (
    SELECT atom_id FROM connected
    WHERE bond_id IN (
        SELECT bond_id FROM bond
        WHERE bond_type = '='
    )
))
GROUP BY molecule_id, label
ORDER BY label ASC, molecule_id ASC
LIMIT 5;",0,qwen2_metadata
225,226,SELECT CAST(COUNT(CASE WHEN T.bond_type = '=' THEN T.bond_id ELSE NULL END) AS REAL) * 100 / COUNT(T.bond_id) FROM bond AS T WHERE T.molecule_id = 'TR008',"

SELECT COUNT(*) * 100.0 / (
  SELECT COUNT(*)
  FROM bond
  WHERE molecule_id = 'TR008'
    AND bond_type = '='
) AS percentage_of_double_bonds
FROM connected
JOIN atom ON connected.atom_id = atom.atom_id
JOIN atom AS second_atom ON connected.atom_id2 = second_atom.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
WHERE bond.molecule_id = 'TR008'
  AND bond.bond_type = '='
",0,qwen2_metadata
226,228,SELECT CAST(COUNT(CASE WHEN T.element = 'h' THEN T.atom_id ELSE NULL END) AS REAL) * 100 / COUNT(T.atom_id) FROM atom AS T WHERE T.molecule_id = 'TR206',"

SELECT
  COUNT(atom_id) * 100.0 / (
    SELECT COUNT(*)
    FROM connected
    JOIN atom ON connected.atom_id = atom.atom_id
    WHERE atom.element = 'h' AND molecule_id = 'TR206'
  )
FROM connected
JOIN atom ON connected.atom_id2 = atom.atom_id
WHERE atom.element = 'h' AND molecule_id = 'TR206';
",0,qwen2_metadata
227,229,SELECT DISTINCT T.bond_type FROM bond AS T WHERE T.molecule_id = 'TR000',"

SELECT bond_type
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id = atom.atom_id
JOIN molecule ON atom.molecule_id = molecule.molecule_id
WHERE molecule.molecule_id = 'TR000';
",0,qwen2_metadata
228,230,"SELECT DISTINCT T1.element, T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.molecule_id = 'TR060'","

SELECT element, label
FROM atom
JOIN connected ON atom.atom_id = connected.atom_id
JOIN molecule ON molecule.molecule_id = connected.molecule_id
WHERE molecule.molecule_id = 'TR060';
",0,qwen2_metadata
229,231,"SELECT T.bond_type FROM ( SELECT T1.bond_type, COUNT(T1.molecule_id) FROM bond AS T1  WHERE T1.molecule_id = 'TR018' GROUP BY T1.bond_type ORDER BY COUNT(T1.molecule_id) DESC LIMIT 1 ) AS T","

SELECT bond_type, COUNT(*) as bond_count
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id IN (atom.atom_id, atom.atom_id2)
JOIN molecule ON molecule.molecule_id = bond.molecule_id
WHERE molecule.molecule_id = 'TR018'
GROUP BY bond_type
ORDER BY bond_count DESC
LIMIT 1;

SELECT label
FROM molecule
WHERE molecule_id = 'TR018';
",0,qwen2_metadata
230,232,SELECT DISTINCT T2.molecule_id FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '-' AND T2.label = '-' ORDER BY T2.molecule_id LIMIT 3,"

SELECT m.molecule_id, m.label
FROM molecule m
JOIN connected c ON m.molecule_id = c.molecule_id
JOIN bond b ON c.bond_id = b.bond_id
WHERE b.bond_type = 'single' AND m.label NOT LIKE '%carcinogenic%'
GROUP BY m.molecule_id, m.label
HAVING COUNT(DISTINCT c.atom_id) = 2
ORDER BY m.label ASC;
",0,qwen2_metadata
231,233,SELECT DISTINCT T2.bond_id FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T1.molecule_id = 'TR006' ORDER BY T2.bond_id LIMIT 2,"
SELECT bond_id, bond_type
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id = atom.atom_id
JOIN molecule ON atom.molecule_id = molecule.molecule_id
WHERE molecule.molecule_id = 'TR006'
ORDER BY bond_type ASC
LIMIT 2;",0,qwen2_metadata
232,234,SELECT COUNT(T2.bond_id) FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T1.molecule_id = 'TR009' AND T2.atom_id = T1.molecule_id || '_1' AND T2.atom_id2 = T1.molecule_id || '_2',"

SELECT COUNT(*) FROM connected
JOIN bond ON connected.bond_id = bond.bond_id
JOIN atom ON connected.atom_id = atom.atom_id
JOIN molecule ON atom.molecule_id = molecule.molecule_id
WHERE atom.atom_id = '12' AND molecule.molecule_id = 'TR009';
",0,qwen2_metadata
233,235,SELECT COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+' AND T1.element = 'br',"

SELECT COUNT(*) FROM molecule
WHERE EXISTS (
  SELECT 1 FROM atom
  JOIN connected ON atom.atom_id = connected.atom_id
  JOIN bond ON connected.bond_id = bond.bond_id
  WHERE atom.element = 'br'
  AND molecule.molecule_id = molecule.molecule_id
)
",0,qwen2_metadata
234,236,"SELECT T1.bond_type, T2.atom_id, T2.atom_id2 FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T2.bond_id = 'TR001_6_9'","

SELECT bond_type, atom_id, atom_id2
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id IN (atom.atom_id, atom.atom_id2)
WHERE bond.bond_id = 'TR001_6_9';
",0,qwen2_metadata
235,237,"SELECT T2.molecule_id , IIF(T2.label = '+', 'YES', 'NO') AS flag_carcinogenic FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.atom_id = 'TR001_10'","

SELECT m.molecule_id, m.label, c.carcinogenic
FROM molecule m
JOIN connected c ON m.molecule_id = c.molecule_id
JOIN atom a ON c.atom_id = a.atom_id
WHERE a.atom_id = 'TR001_10';
",0,qwen2_metadata
236,238,SELECT COUNT(DISTINCT T.molecule_id) FROM bond AS T WHERE T.bond_type = '#',"

SELECT COUNT(*) FROM molecule
JOIN bond ON molecule.molecule_id = bond.molecule_id
JOIN connected ON bond.bond_id = connected.bond_id
WHERE bond_type = '='
",0,qwen2_metadata
237,239,"SELECT COUNT(T.bond_id) FROM connected AS T WHERE SUBSTR(T.atom_id, -2) = '19'","
SELECT COUNT(*) FROM connected WHERE atom_id = '19';",0,qwen2_metadata
238,240,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR004',"

SELECT element
FROM atom
WHERE molecule_id = 'TR004';
",0,qwen2_metadata
239,241,SELECT COUNT(T.molecule_id) FROM molecule AS T WHERE T.label = '-',"

SELECT COUNT(*) FROM molecule WHERE label != '+';
",1,qwen2_metadata
240,242,"SELECT DISTINCT T2.molecule_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE SUBSTR(T1.atom_id, -2) BETWEEN '21' AND '25' AND T2.label = '+'","

SELECT DISTINCT molecule_id
FROM molecule
JOIN connected c1 ON molecule.molecule_id = c1.molecule_id
JOIN atom a1 ON c1.atom_id = a1.atom_id
JOIN connected c2 ON a1.atom_id2 = c2.atom_id
JOIN atom a2 ON c2.atom_id2 = a2.atom_id
JOIN bond b ON c1.bond_id = b.bond_id
WHERE a1.atom_id BETWEEN 21 AND 25 AND a2.element IN ('As', 'Pb', 'Ni', 'Cr', 'Cd')
AND b.bond_type IN ('-', '=')
",0,qwen2_metadata
241,243,SELECT T2.bond_id FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id IN ( SELECT T3.bond_id FROM connected AS T3 INNER JOIN atom AS T4 ON T3.atom_id = T4.atom_id WHERE T4.element = 'p' ) AND T1.element = 'n',"

SELECT bond_id
FROM bond
WHERE bond.element = 'p' OR bond.element = 'n';
",0,qwen2_metadata
242,244,"SELECT T1.label FROM molecule AS T1 INNER JOIN ( SELECT T.molecule_id, COUNT(T.bond_type) FROM bond AS T WHERE T.bond_type = '=' GROUP BY T.molecule_id ORDER BY COUNT(T.bond_type) DESC LIMIT 1 ) AS T2 ON T1.molecule_id = T2.molecule_id","

SELECT m.label AS molecule_label
FROM molecule m
JOIN (
    SELECT molecule_id, COUNT(bond_type = '=') AS double_bonds
    FROM bond
    JOIN connected c ON bond.bond_id = c.bond_id
    GROUP BY molecule_id
    ORDER BY double_bonds DESC
    LIMIT 1
) AS max_double_bonds ON m.molecule_id = max_double_bonds.molecule_id
WHERE EXISTS (
    SELECT 1
    FROM bond
    JOIN connected c ON bond.bond_id = c.bond_id
    WHERE bond.bond_type = '='
)
",0,qwen2_metadata
243,245,SELECT CAST(COUNT(T2.bond_id) AS REAL) / COUNT(T1.atom_id) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T1.element = 'i',"

SELECT AVG(COUNT(DISTINCT b.bond_id))
FROM bond b
JOIN connected c ON b.bond_id = c.bond_id
JOIN atom a ON c.atom_id = a.atom_id
WHERE a.element = 'i';
",0,qwen2_metadata
244,246,"SELECT T1.bond_type, T1.bond_id FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE SUBSTR(T2.atom_id, 7, 2) = '45'","
SELECT bond_type, bond_id
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id = atom.atom_id
WHERE atom.atom_id = '45';",0,qwen2_metadata
245,247,SELECT DISTINCT T.element FROM atom AS T WHERE T.element NOT IN ( SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id ),"

SELECT DISTINCT element
FROM atom
WHERE atom_id NOT IN (
    SELECT atom_id
    FROM connected
);
",0,qwen2_metadata
246,248,"SELECT T2.atom_id, T2.atom_id2 FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_type = '#' AND T3.molecule_id = 'TR447'","

SELECT atom_id
FROM connected
JOIN atom ON connected.atom_id = atom.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
JOIN molecule ON bond.molecule_id = molecule.molecule_id
WHERE molecule.molecule_id = 'TR447' AND bond_type = 'triple';
",0,qwen2_metadata
247,249,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR144_8_19',"
SELECT element FROM atom WHERE atom_id = 'TR144_8_19';",0,qwen2_metadata
248,250,"SELECT T.molecule_id FROM ( SELECT T3.molecule_id, COUNT(T1.bond_type) FROM bond AS T1 INNER JOIN molecule AS T3 ON T1.molecule_id = T3.molecule_id WHERE T3.label = '+' AND T1.bond_type = '=' GROUP BY T3.molecule_id ORDER BY COUNT(T1.bond_type) DESC LIMIT 1 ) AS T","

SELECT molecule_id, COUNT(bond_type) as num_double_bonds
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id = atom.atom_id
JOIN molecule ON molecule.molecule_id = atom.molecule_id
WHERE element IN ('c', 'cl')
AND bond_type = '='
GROUP BY molecule_id
ORDER BY num_double_bonds DESC
LIMIT 1;
",0,qwen2_metadata
249,251,"SELECT T.element FROM ( SELECT T2.element, COUNT(DISTINCT T2.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.label = '+' GROUP BY T2.element ORDER BY COUNT(DISTINCT T2.molecule_id) LIMIT 1 ) t","

SELECT DISTINCT element
FROM atom
JOIN connected ON atom.atom_id = connected.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
JOIN molecule ON bond.molecule_id = molecule.molecule_id
WHERE molecule.label = '-'
GROUP BY element
ORDER BY COUNT(*) ASC
LIMIT 1;
",0,qwen2_metadata
250,252,"SELECT T2.atom_id, T2.atom_id2 FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T1.element = 'pb'","

SELECT atom_id
FROM atom
WHERE element = 'pb';
",0,qwen2_metadata
251,253,SELECT DISTINCT T3.element FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id INNER JOIN atom AS T3 ON T2.atom_id = T3.atom_id WHERE T1.bond_type = '#',"
SELECT element
FROM atom
JOIN connected ON atom.atom_id = connected.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
WHERE bond_type = '='
",0,qwen2_metadata
252,254,SELECT CAST((SELECT COUNT(T1.atom_id) FROM connected AS T1 INNER JOIN bond AS T2 ON T1.bond_id = T2.bond_id GROUP BY T2.bond_type ORDER BY COUNT(T2.bond_id) DESC LIMIT 1 ) AS REAL) * 100 / ( SELECT COUNT(atom_id) FROM connected ),"

SELECT COUNT(*) AS bond_count, GROUP_CONCAT(DISTINCT element) AS element_combo
FROM connected
JOIN atom ON connected.atom_id = atom.atom_id
JOIN atom ON connected.atom_id2 = atom.atom_id
GROUP BY bond_id
ORDER BY bond_count DESC
LIMIT 1;
",0,qwen2_metadata
253,255,SELECT CAST(COUNT(CASE WHEN T2.label = '+' THEN T1.bond_id ELSE NULL END) AS REAL) * 100 / COUNT(T1.bond_id) FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '-',"

SELECT COUNT(*) AS count_single_bonds,
       (SELECT COUNT(*) FROM bond WHERE bond_type = 'single') AS total_single_bonds
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id IN (atom.atom_id, atom.atom_id2)
JOIN molecule ON molecule.molecule_id = atom.molecule_id
WHERE bond.bond_type = 'single' AND molecule.label LIKE '%carcinogenic%';
",0,qwen2_metadata
254,256,SELECT COUNT(T.atom_id) FROM atom AS T WHERE T.element = 'c' OR T.element = 'h',"

SELECT COUNT(*)
FROM atom
WHERE element = 'c' OR element = 'h';
",1,qwen2_metadata
255,257,SELECT DISTINCT T2.atom_id2 FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T1.element = 's',"
SELECT atom_id2
FROM atom
WHERE element = 's';",0,qwen2_metadata
256,258,SELECT DISTINCT T3.bond_type FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T3.bond_id = T2.bond_id WHERE T1.element = 'sn',"
SELECT bond_type
FROM bond
JOIN connected ON bond.bond_id = connected.bond_id
JOIN atom ON connected.atom_id = atom.atom_id
WHERE atom.element = 'sn'
",0,qwen2_metadata
257,259,"SELECT COUNT(DISTINCT T.element) FROM ( SELECT DISTINCT T2.molecule_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '-' ) AS T","

SELECT COUNT(DISTINCT a.element)
FROM atom a
JOIN connected c ON a.atom_id = c.atom_id
JOIN bond b ON c.bond_id = b.bond_id
JOIN molecule m ON b.molecule_id = m.molecule_id
WHERE b.bond_type = 'single';
",0,qwen2_metadata
258,260,"SELECT COUNT(T1.atom_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T1.element IN ('p', 'br')","

SELECT COUNT(*)
FROM atom
JOIN connected ON atom.atom_id = connected.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
JOIN molecule ON bond.molecule_id = molecule.molecule_id
WHERE atom.element IN ('p', 'br') AND bond_type = '==';
",0,qwen2_metadata
259,261,SELECT DISTINCT T1.bond_id FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',"
SELECT bond_id
FROM bond
JOIN molecule ON bond.molecule_id = molecule.molecule_id
WHERE molecule.label = '+';",1,qwen2_metadata
260,262,SELECT DISTINCT T1.molecule_id FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '-' AND T1.bond_type = '-',"

SELECT molecule_id
FROM molecule
WHERE molecule_id NOT IN (
    SELECT molecule_id
    FROM bond
    WHERE bond_type = 'single'
    INNER JOIN atom ON bond.molecule_id = atom.molecule_id
    INNER JOIN connected ON (atom.atom_id = connected.atom_id OR atom.atom_id2 = connected.atom_id)
    INNER JOIN (
        SELECT atom_id, element
        FROM atom
        INNER JOIN (
            SELECT element
            FROM element_carcinogenicity
            WHERE carcinogenicity = 'carcinogenic'
        ) AS carcinogenic_elements ON atom.element = carcinogenic_elements.element
    ) AS carcinogenic_atoms ON (atom.atom_id = carcinogenic_atoms.atom_id)
)
",0,qwen2_metadata
261,263,"SELECT CAST(COUNT(CASE WHEN T.element = 'cl' THEN T.atom_id ELSE NULL END) AS REAL) * 100 / COUNT(T.atom_id) FROM ( SELECT T1.atom_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '-' ) AS T","

SELECT
  COUNT(DISTINCT a.element) AS total_chlorine_atoms,
  (
    SELECT COUNT(DISTINCT a.element)
    FROM atom a
    JOIN connected c ON a.atom_id = c.atom_id
    JOIN bond b ON c.bond_id = b.bond_id
    WHERE a.element = 'cl'
    AND b.bond_type = 'single'
    AND b.molecule_id IN (
      SELECT molecule_id
      FROM molecule
    )
  ) AS single_bond_chlorine_atoms,
  (
    SELECT COUNT(DISTINCT a.element)
    FROM atom a
    WHERE a.element = 'cl'
    AND molecule_id IN (
      SELECT molecule_id
      FROM molecule
    )
  ) AS total_chlorine_molecules
FROM atom a
JOIN connected c ON a.atom_id = c.atom_id
JOIN bond b ON c.bond_id = b.bond_id
WHERE a.element = 'cl'
AND b.bond_type = 'single'
GROUP BY a.element
HAVING total_chlorine_molecules > 0
",0,qwen2_metadata
262,264,"SELECT molecule_id, T.label FROM molecule AS T WHERE T.molecule_id IN ('TR000', 'TR001', 'TR002')","
SELECT `molecule`.`label`
FROM `molecule`
WHERE `molecule`.`molecule_id` IN ('TR000', 'TR001', 'TR002');",0,qwen2_metadata
263,265,SELECT T.molecule_id FROM molecule AS T WHERE T.label = '-',"
SELECT molecule_id
FROM molecule
WHERE label NOT LIKE '%carcinogenic%';",0,qwen2_metadata
264,266,SELECT COUNT(T.molecule_id) FROM molecule AS T WHERE T.molecule_id BETWEEN 'TR000' AND 'TR030' AND T.label = '+',"

SELECT COUNT(*)
FROM molecule
WHERE molecule_id BETWEEN 'TR000' AND 'TR030'
AND label = '+';
",1,qwen2_metadata
265,267,"SELECT T2.molecule_id, T2.bond_type FROM molecule AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id BETWEEN 'TR000' AND 'TR050'","

SELECT bond_type
FROM bond
WHERE molecule_id BETWEEN 'TR000' AND 'TR050';
",0,qwen2_metadata
266,268,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR001_10_11',"
SELECT element
FROM atom
JOIN connected ON atom.atom_id = connected.atom_id
WHERE connected.bond_id = 'TR001_10_11';",1,qwen2_metadata
267,269,SELECT COUNT(T3.bond_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T1.element = 'i',"
SELECT bond_id
FROM bond
JOIN atom ON bond.molecule_id = atom.molecule_id
WHERE atom.element = 'i';",0,qwen2_metadata
268,270,SELECT T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'ca' GROUP BY T2.label ORDER BY COUNT(T2.label) DESC LIMIT 1,"

SELECT `molecule`.`label`
FROM `molecule`
JOIN `atom` ON `molecule`.`molecule_id` = `atom`.`molecule_id`
WHERE `atom`.`element` = 'ca'
GROUP BY `molecule`.`label`
HAVING COUNT(*) > 1
AND SUM(CASE WHEN `molecule`.`label` = '+' THEN 1 ELSE 0 END) > SUM(CASE WHEN `molecule`.`label` = '-' THEN 1 ELSE 0 END);
",0,qwen2_metadata
269,271,"SELECT T2.bond_id, T2.atom_id2, T1.element AS flag_have_CaCl FROM atom AS T1 INNER JOIN connected AS T2 ON T2.atom_id = T1.atom_id WHERE T2.bond_id = 'TR001_1_8' AND (T1.element = 'c1' OR T1.element = 'c')","
SELECT atom.element
FROM connected
JOIN atom ON connected.atom_id = atom.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
WHERE bond.bond_id = 'TR001_1_8' AND atom.element IN ('cl', 'c');",0,qwen2_metadata
270,272,SELECT DISTINCT T2.molecule_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T1.element = 'c' AND T2.label = '-',"

SELECT molecule_id
FROM molecule
JOIN atom ON molecule.molecule_id = atom.molecule_id
JOIN connected ON atom.atom_id = connected.atom_id
JOIN bond ON connected.bond_id = bond.bond_id
WHERE bond_type = 'triple'
AND element = 'c'
AND molecule.label != '+'
",0,qwen2_metadata
271,273,SELECT CAST(COUNT( CASE WHEN T1.element = 'cl' THEN T1.element ELSE NULL END) AS REAL) * 100 / COUNT(T1.element) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',"

SELECT
    COUNT(DISTINCT m.molecule_id) AS num_carcinogenic_molecules,
    COUNT(DISTINCT CASE WHEN a.element = 'cl' THEN a.atom_id END) AS num_chlorine_atoms,
    COUNT(DISTINCT CASE WHEN a.element = 'cl' AND m.label = '+' THEN a.atom_id END) AS num_chlorine_atoms_in_carcinogenic_molecules
FROM
    molecule m
    JOIN connected c ON m.molecule_id = c.molecule_id
    JOIN atom a ON c.atom_id = a.atom_id
WHERE
    m.label = '+'
GROUP BY
    m.molecule_id
HAVING
    num_chlorine_atoms_in_carcinogenic_molecules > 0
SELECT
    (num_chlorine_atoms_in_carcinogenic_molecules * 100.0) / num_carcinogenic_molecules AS percentage_of_chlorine_in_carcinogenic_molecules
",0,qwen2_metadata
